6376,aluminium,Senior
6377,aluminum,Senior
60,always,Junior
61,am,Junior
26154,amass,CET6
6378,amateur,Senior
6379,amaze,Senior
26155,amazement,CET6
62,amazing,Junior
6380,ambassador,Senior
6381,ambassadress,Senior
15387,ambient,CET6
26156,ambiguity,CET6
6382,ambiguous,Senior
6383,ambition,Senior
12847,ambitious,CET4
6384,ambulance,Senior
15388,amend,CET6
26157,amendment,CET6
63,America,Junior
64,American,Junior
26158,amiable,CET6
12848,amid,CET4
26159,amidst,CET6
15389,ammunition,CET6
65,among,Junior
12849,amongst,CET4
66,amount,Junior
12850,ampere,CET4
6385,ample,Senior
26160,amplification,CET6
28793,amplifier,Postgraduate
12851,amplify,CET4
15390,amplitude,CET6
6386,amuse,Senior
6387,amusement,Senior
12852,amusing,CET4
67,an,Junior
28794,analog,Postgraduate
15391,analogous,CET6
15392,analogue,CET6
15393,analogy,CET6
6388,analyse,Senior
6389,analysis,Senior
26161,analyst,CET6
26162,analytic,CET6
15394,analytical,CET6
6390,analyze,Senior
6391,ancestor,Senior
26163,ancestry,CET6
6392,anchor,Senior
26164,anchorage,CET6
68,ancient,Junior
69,and,Junior
26165,anecdotal,CET6
6393,anecdote,Senior
26166,anew,CET6
12853,angel,CET4
6394,anger,Senior
6395,angle,Senior
70,angry,Junior
26167,anguish,CET6
71,animal,Junior
26168,animate,CET6
26169,animated,CET6
26170,animation,CET6
6396,ankle,Senior
26171,annex,CET6
26172,annexation,CET6
6397,anniversary,Senior
72,announce,Junior
6398,announcement,Senior
12854,announcer,CET4
6399,annoy,Senior
26173,annoyance,CET6
6400,annual,Senior
12855,annually,CET4
15395,anode,CET6
26174,anonymity,CET6
12856,anonymous,CET4
73,another,Junior
74,answer,Junior
75,ant,Junior
26175,antagonism,CET6
26176,antagonist,CET6
26177,antagonistic,CET6
26178,antagonistically,CET6
6401,Antarctic,Senior
15396,antenna,CET6
26179,antibiotic,CET6
12857,anticipate,CET4
26180,anticipation,CET6
6402,antique,Senior
26181,antonym,CET6
6403,anxiety,Senior
76,anxious,Junior
77,any,Junior
78,anybody,Junior
6404,anyhow,Senior
79,anymore,Junior
80,anyone,Junior
81,anything,Junior
82,anyway,Junior
83,anywhere,Junior
6405,apart,Senior
6406,apartment,Senior
15397,apathy,CET6
26182,ape,CET6
26183,apologetic,CET6
26184,apologise,CET6
6407,apologize,Senior
6408,apology,Senior
26185,app,CET6
26186,appal,CET6
26187,appall,CET6
26188,appalling,CET6
12858,apparatus,CET4
6409,apparent,Senior
26189,apparently,CET6
6410,appeal,Senior
12859,appealing,CET4
84,appear,Junior
6411,appearance,Senior
15398,appease,CET6
26190,appeasement,CET6
6412,appendix,Senior
6413,appetite,Senior
6414,applaud,Senior
12860,applause,CET4
85,apple,Junior
12861,appliance,CET4
12862,applicable,CET4
6415,applicant,Senior
6416,application,Senior
6417,apply,Senior
6418,appoint,Senior
86,appointment,Junior
15399,appraisal,CET6
26191,appraise,CET6
15400,appreciable,CET6
6419,appreciate,Senior
6420,appreciation,Senior
15401,appreciative,CET6
26192,apprentice,CET6
6421,approach,Senior
6422,appropriate,Senior
15402,appropriation,CET6
6423,approval,Senior
6424,approve,Senior
12863,approximate,CET4
6425,approximately,Senior
26193,approximation,CET6
87,April,Junior
6426,apron,Senior
15403,apt,CET6
26194,aptitude,CET6
15404,aptly,CET6
12864,Arabian,CET4
6427,Arabic,Senior
26195,arbitrarily,CET6
6428,arbitrary,Senior
26196,arbitrate,CET6
26197,arbitration,CET6
15405,arc,CET6
6429,arch,Senior
28795,archaeology,Postgraduate
28796,archeology,Postgraduate
6430,architect,Senior
6431,architecture,Senior
12865,archive,CET4
6432,Arctic,Senior
26198,ardent,CET6
88,are,Junior
89,area,Junior
15406,arena,CET6
26199,arguable,CET6
90,argue,Junior
6433,argument,Senior
26200,argumentation,CET6
26201,argumentative,CET6
6434,arise,Senior
26202,aristocracy,CET6
26203,aristocrat,CET6
26204,aristocratic,CET6
6435,arithmetic,Senior
91,arm,Junior
26205,armament,CET6
6436,armchair,Senior
15407,armor,CET6
26206,armour,CET6
92,army,Junior
93,around,Junior
26207,arousal,CET6
12866,arouse,CET4
6437,arrange,Senior
6438,arrangement,Senior
15408,array,CET6
6439,arrest,Senior
6440,arrival,Senior
94,arrive,Junior
26208,arrogance,CET6
15409,arrogant,CET6
6441,arrow,Senior
95,art,Junior
15410,artery,CET6
96,article,Junior
15411,articulate,CET6
26209,articulation,CET6
26210,artifact,CET6
6442,artificial,Senior
15412,artillery,CET6
97,artist,Junior
12867,artistic,CET4
26211,artistically,CET6
98,as,Junior
15413,ascend,CET6
26212,ascendance,CET6
15414,ascertain,CET6
15415,ascribe,CET6
6443,ash,Senior
6444,ashamed,Senior
15416,ashore,CET6
99,Asia,Junior
100,Asian,Junior
6445,aside,Senior
101,ask,Junior
102,asleep,Junior
6446,aspect,Senior
15417,aspiration,CET6
15418,aspirational,CET6
26213,aspire,CET6
15419,ass,CET6
26214,assassin,CET6
15420,assassinate,CET6
15421,assassination,CET6
15422,assault,CET6
12868,assemble,CET4
12869,assembly,CET4
15423,assert,CET6
26215,assertion,CET6
15424,assertive,CET6
6447,assess,Senior
6448,assessment,Senior
12870,asset,CET4
12871,assign,CET4
12872,assignment,CET4
15425,assimilate,CET6
15426,assimilation,CET6
6449,assist,Senior
6450,assistance,Senior
103,assistant,Junior
6451,associate,Senior
104,association,Junior
26216,assorted,CET6
26217,assortment,CET6
6452,assume,Senior
6453,assumption,Senior
15427,assurance,CET6
12873,assure,CET4
6454,astonish,Senior
15428,astonishment,CET6
26218,astray,CET6
6455,astronaut,Senior
6456,astronomer,Senior
15429,astronomical,CET6
6457,astronomy,Senior
12874,astrophysics,CET4
26219,asylum,CET6
105,at,Junior
6458,athlete,Senior
6459,athletic,Senior
6460,athletics,Senior
106,Atlantic,Junior
15430,atlas,CET6
6461,atmosphere,Senior
12875,atmospheric,CET4
6462,atom,Senior
12876,atomic,CET4
26220,atop,CET6
26221,atrocious,CET6
26222,atrocity,CET6
6463,attach,Senior
15431,attachment,CET6
6464,attack,Senior
6465,attain,Senior
26223,attainment,CET6
107,attempt,Junior
6466,attend,Senior
12877,attendance,CET4
108,attendant,Junior
109,attention,Junior
12878,attentive,CET4
6467,attentively,Senior
26224,attic,CET6
110,attitude,Junior
12879,attorney,CET4
6468,attract,Senior
6469,attraction,Senior
6470,attractive,Senior
26225,attributable,CET6
12880,attribute,CET4
26226,attributive,CET6
15432,auction,CET6
26227,auctioneer,CET6
6471,audience,Senior
12881,audio,CET4
26228,audit,CET6
26229,auditing,CET6
26230,auditor,CET6
26231,auditorium,CET6
26232,augment,CET6
26233,augmentation,CET6
111,August,Junior
112,aunt,Junior
26234,auntie,CET6
12882,aural,CET4
113,Australia,Junior
114,Australian,Junior
6472,authentic,Senior
26235,authenticity,CET6
115,author,Junior
26236,authorisation,CET6
26237,authorise,CET6
12883,authoritative,CET4
15433,authorities,CET6
116,authority,Junior
15434,authorization,CET6
15435,authorize,CET6
12884,auto,CET4
26238,autobiographic,CET6
26239,autobiographical,CET6
26240,autobiography,CET6
117,autograph,Junior
15436,automate,CET6
6473,automatic,Senior
15437,Automatically,CET6
12885,automation,CET4
12886,automobile,CET4
6474,autonomous,Senior
15438,autonomy,CET6
118,autumn,Junior
12887,auxiliary,CET4
12888,avail,CET4
15439,availability,CET6
119,available,Junior
26241,avenge,CET6
120,avenue,Junior
6475,average,Senior
26242,aversion,CET6
15440,avert,CET6
12889,aviate,CET4
12890,aviation,CET4
121,avoid,Junior
26243,avoidance,CET6
12891,await,CET4
122,awake,Junior
123,award,Junior
6476,aware,Senior
12892,awareness,CET4
124,away,Junior
26244,awe,CET6
6477,awesome,Senior
125,awful,Junior
12893,awfully,CET4
6478,awkward,Senior
12894,ax,CET4
26245,axe,CET6
15441,axial,CET6
12895,axis,CET4
15442,axle,CET6
126,baby,Junior
26246,baby boom,CET6
26247,baby boomer,CET6
6479,bachelor,Senior
127,back,Junior
6480,backache,Senior
128,background,Junior
12896,backslide,CET4
15443,backup,CET6
6481,backward,Senior
26248,backwards,CET6
26249,backyard,CET6
6482,bacon,Senior
12897,bacteria,CET4
6483,bacterium,Senior
129,bad,Junior
15444,badge,CET6
6484,badly,Senior
6485,badminton,Senior
15445,baffle,CET6
130,bag,Junior
6486,baggage,Senior
26250,bail,CET6
15446,bait,CET6
6487,bake,Senior
6488,bakery,Senior
131,balance,Junior
6489,balcony,Senior
15447,bald,CET6
132,ball,Junior
6490,ballet,Senior
26251,ballon,CET6
133,balloon,Junior
26252,ballot,CET6
6491,ballpoint,Senior
134,bamboo,Junior
6492,ban,Senior
135,banana,Junior
136,band,Junior
6493,bandage,Senior
15448,bandit,CET6
6494,bang,Senior
137,bank,Junior
15449,banker,CET6
26253,banking,CET6
26254,banknote,CET6
12898,bankrupt,CET4
26255,bankruptcy,CET6
12899,banner,CET4
15450,banquet,CET6
6495,bar,Senior
138,barbecue,Junior
6496,barber,Senior
6497,barbershop,Senior
6498,bare,Senior
12900,barely,CET4
6499,bargain,Senior
15451,barge,CET6
6500,bark,Senior
15452,barley,CET6
12901,barn,CET4
15453,barometer,CET6
15454,baron,CET6
26256,barracks,CET6
12902,barrel,CET4
15455,barren,CET6
15456,barricade,CET6
6501,barrier,Senior
6502,base,Senior
139,baseball,Junior
6503,basement,Senior
140,basic,Junior
12903,basically,CET4
6504,basin,Senior
6505,basis,Senior
141,basket,Junior
142,basketball,Junior
26257,bass,CET6
6506,bat,Senior
15457,batch,CET6
6507,bath,Senior
6508,bathe,Senior
6509,bathrobe,Senior
143,bathroom,Junior
6510,bathtub,Senior
26258,battalion,CET6
15458,batter,CET6
144,battery,Junior
6511,battle,Senior
6512,battleground,Senior
6513,bay,Senior
15459,bazaar,CET6
26259,BBQ,CET6
145,be,Junior
146,beach,Junior
15460,bead,CET6
26260,beak,CET6
6514,beam,Senior
6515,bean,Senior
6516,beancurd,Senior
147,bear,Junior
148,beard,Junior
12904,bearing,CET4
6517,beast,Senior
149,beat,Junior
150,beautiful,Junior
26261,beautify,CET6
151,beauty,Junior
152,because,Junior
26262,beckon,CET6
153,become,Junior
154,bed,Junior
6518,bedclothes,Senior
26263,bedding,CET6
6519,beddings,Senior
155,bedroom,Junior
156,bee,Junior
157,beef,Junior
6520,beehive,Senior
6521,beer,Senior
15461,beetle,CET6
158,before,Junior
15462,beforehand,CET6
6522,beg,Senior
12905,beggar,CET4
159,begin,Junior
12906,beginner,CET4
6523,beginning,Senior
6524,behalf,Senior
160,behave,Junior
12907,behavior,CET4
26264,behavioral,CET6
161,behaviour,Junior
26265,behavioural,CET6
6525,behavious,Senior
162,behind,Junior
6526,being,Senior
6527,Belgium,Senior
6528,belief,Senior
163,believe,Junior
164,bell,Junior
6529,belly,Senior
165,belong,Junior
26266,belongings,CET6
12908,beloved,CET4
166,below,Junior
167,belt,Junior
15463,bemoan,CET6
6530,bench,Senior
6531,bend,Senior
6532,beneath,Senior
6533,beneficial,Senior
26267,beneficiary,CET6
6534,benefit,Senior
26268,benevolence,CET6
26269,benevolent,CET6
26270,benign,CET6
6535,bent,Senior
12909,berry,CET4
26271,beset,CET6
168,beside,Junior
169,besides,Junior
26272,besiege,CET6
170,best,Junior
26273,best-seller,CET6
26274,best-selling,CET6
15464,bestow,CET6
12910,bet,CET4
6536,betray,Senior
26275,betrayal,CET6
171,better,Junior
172,between,Junior
15465,beverage,CET6
15466,beware,CET6
15467,bewilder,CET6
26276,bewilderment,CET6
173,beyond,Junior
15468,bias,CET6
28797,biased,Postgraduate
12911,Bible,CET4
26277,biblical,CET6
15469,bibliography,CET6
26278,bibre,CET6
174,bicycle,Junior
6537,bid,Senior
175,big,Junior
176,bike,Junior
26279,bilateral,CET6
177,bill,Junior
6538,billion,Senior
26280,billionaire,CET6
26281,bin,CET6
12912,bind,CET4
6539,bingo,Senior
26282,binoculars,CET6
26283,biochemical,CET6
26284,biochemist,CET6
6540,biochemistry,Senior
15470,biodiversity,CET6
26285,biographer,CET6
26286,biographical,CET6
6541,biography,Senior
12913,biological,CET4
26287,biologist,CET6
178,biology,Junior
12914,biotechnology,CET4
15471,bipartisan,CET6
179,bird,Junior
6542,birdcage,Senior
180,birth,Junior
181,birthday,Junior
6543,birthplace,Senior
182,biscuit,Junior
6544,bishop,Senior
183,bit,Junior
26288,bitch,CET6
6545,bite,Senior
184,bitter,Junior
12915,bitterly,CET4
15472,bitterness,CET6
15473,bizarre,CET6
185,black,Junior
186,blackboard,Junior
26289,blackmail,CET6
15474,blacksmith,CET6
12916,blade,CET4
6546,blame,Senior
187,blank,Junior
6547,blanket,Senior
12917,blast,CET4
12918,blaze,CET4
15475,bleach,CET6
15476,bleak,CET6
6548,bleed,Senior
12919,blend,CET4
6549,bless,Senior
26290,blessing,CET6
188,blind,Junior
15477,blink,CET6
26291,bloc,CET6
189,block,Junior
26292,blog,CET6
15478,blond,CET6
26293,blonde,CET6
190,blood,Junior
12920,bloody,CET4
12921,bloom,CET4
12922,blossom,CET4
6550,blouse,Senior
191,blow,Junior
192,blue,Junior
15479,blueprint,CET6
26294,bluff,CET6
15480,blunder,CET6
15481,blunt,CET6
15482,blur,CET6
15483,blush,CET6
193,board,Junior
12923,boast,CET4
26295,boastful,CET6
194,boat,Junior
6551,boating,Senior
26296,bodily,CET6
195,body,Junior
12924,bogus,CET4
196,boil,Junior
15484,boiler,CET6
12925,bold,CET4
26297,bolster,CET6
12926,bolt,CET4
6552,bomb,Senior
6553,bond,Senior
26298,bondage,CET6
6554,bone,Senior
6555,bonus,Senior
26299,bony,CET6
197,book,Junior
198,bookcase,Junior
15485,booklet,CET6
6556,bookmark,Senior
6557,bookshelf,Senior
6558,bookshop,Senior
6559,bookstore,Senior
6560,boom,Senior
12927,boost,CET4
6561,boot,Senior
6562,booth,Senior
199,border,Junior
12928,bore,CET4
200,bored,Junior
201,boring,Junior
202,born,Junior
203,borrow,Junior
12929,bosom,CET4
204,boss,Junior
6563,botanical,Senior
6564,botany,Senior
205,both,Junior
206,bother,Junior
207,bottle,Junior
208,bottom,Junior
12930,bough,CET4
6565,bounce,Senior
6566,bound,Senior
6567,boundary,Senior
26300,bouquet,CET6
15486,bourgeois,CET6
26301,bout,CET6
209,bow,Junior
15487,bowel,CET6
210,bowl,Junior
6568,bowling,Senior
211,box,Junior
6569,boxing,Senior
212,boy,Junior
6570,boycott,Senior
15488,brace,CET6
12931,bracket,CET4
26302,brag,CET6
213,brain,Junior
6571,brake,Senior
6572,branch,Senior
6573,brand,Senior
26303,brand-new,CET6
12932,brandy,CET4
12933,brass,CET4
214,brave,Junior
6574,bravery,Senior
215,Brazilian,Junior
15489,breach,CET6
216,bread,Junior
12934,breadth,CET4
217,break,Junior
12935,breakdown,CET4
218,breakfast,Junior
6575,breakthrough,Senior
6576,breast,Senior
219,breath,Junior
220,breathe,Junior
6577,breathless,Senior
12936,breed,CET4
12937,breeze,CET4
15490,breezy,CET6
15491,brew,CET6
6578,brewery,Senior
15492,bribe,CET6
26304,bribery,CET6
6579,brick,Senior
6580,bride,Senior
6581,bridegroom,Senior
221,bridge,Junior
15493,bridle,CET6
6582,brief,Senior
15494,briefcase,CET6
26305,briefing,CET6
26306,brigade,CET6
222,bright,Junior
12938,brighten,CET4
15495,brightness,CET6
26307,brilliance,CET6
6583,brilliant,Senior
12939,brim,CET4
223,bring,Junior
15496,brink,CET6
12940,brisk,CET4
12941,bristle,CET4
6584,Britain,Senior
6585,British,Senior
12942,brittle,CET4
6586,broad,Senior
6587,broadcast,Senior
15497,broaden,CET6
6588,brochure,Senior
26308,broke,CET6
6589,broken,Senior
26309,broker,CET6
12943,bronze,CET4
12944,brood,CET4
12945,brook,CET4
6590,broom,Senior
224,brother,Junior
6591,brotherhood,Senior
12946,brow,CET4
225,brown,Junior
26310,browse,CET6
26311,browser,CET6
12947,bruise,CET4
6592,brunch,Senior
226,brush,Junior
15498,brutal,CET6
26312,brutality,CET6
12948,brute,CET4
12949,bubble,CET4
15499,buck,CET6
6593,bucket,Senior
26313,buckle,CET6
12950,bud,CET4
6594,Buddhism,Senior
6595,Buddhist,Senior
26314,buddy,CET6
6596,budget,Senior
26315,budgetary,CET6
15500,buffalo,CET6
26316,buffer,CET6
6597,buffet,Senior
15501,bug,CET6
15502,bugle,CET6
227,build,Junior
228,building,Junior
229,bulb,Junior
12951,bulk,CET4
26317,bulky,CET6
12952,bull,CET4
12953,bullet,CET4
15503,bulletin,CET6
15504,bully,CET6
12954,bump,CET4
26318,bumper,CET6
6598,bun,Senior
6599,bunch,Senior
12955,bundle,CET4
6600,bungalow,Senior
6601,burden,Senior
12956,bureau,CET4
15505,bureaucracy,CET6
26319,bureaucrat,CET6
6602,bureaucratic,Senior
26320,burger,CET6
6603,burglar,Senior
26321,burglary,CET6
6604,burial,Senior
230,burn,Junior
15506,burner,CET6
6605,burst,Senior
6606,bury,Senior
231,bus,Junior
232,bush,Junior
15507,bushel,CET6
26322,bushy,CET6
233,business,Junior
6607,businessman,Senior
6608,businesswoman,Senior
15508,bust,CET6
234,busy,Junior
235,but,Junior
6609,butcher,Senior
15509,butt,CET6
236,butter,Junior
237,butterfly,Junior
6610,button,Senior
238,buy,Junior
26323,buyer,CET6
15510,buzz,CET6
239,by,Junior
28798,by-pass,Postgraduate
240,bye,Junior
15511,bypass,CET6
26324,bystander,CET6
6611,cab,Senior
241,cabbage,Junior
12957,cabin,CET4
12958,cabinet,CET4
12959,cable,CET4
12960,cafe,CET4
6612,cafeteria,Senior
242,cage,Junior
243,cake,Junior
15512,calcium,CET6
6613,calculate,Senior
26325,calculating,CET6
12961,calculation,CET4
244,calculator,Junior
15513,calculus,CET6
245,calendar,Junior
26326,calf,CET6
15514,calibration,CET6
246,call,Junior
26327,calling,CET6
247,calm,Junior
15515,calorie,CET6
248,camel,Junior
249,camera,Junior
250,camp,Junior
6614,campaign,Senior
12962,campus,CET4
251,can,Junior
252,Canada,Junior
6615,Canadian,Senior
6616,canal,Senior
253,cancel,Junior
26328,cancellation,CET6
254,cancer,Junior
26329,candidacy,CET6
6617,candidate,Senior
255,candle,Junior
256,candy,Junior
15516,cane,CET6
12963,cannon,CET4
12964,canoe,CET4
6618,canteen,Senior
12965,canvas,CET4
257,cap,Junior
15517,capability,CET6
12966,capable,CET4
15518,capacitance,CET6
15519,capacitor,CET6
12967,capacity,CET4
15520,cape,CET6
258,capital,Junior
26330,capitalism,CET6
26331,capitalist,CET6
6619,capsule,Senior
259,captain,Junior
6620,caption,Senior
12968,captive,CET4
12969,capture,CET4
260,car,Junior
26332,caravan,CET6
26333,carbohydrate,CET6
6621,carbon,Senior
261,card,Junior
26334,cardboard,CET6
15521,cardinal,CET6
262,care,Junior
12970,career,CET4
263,careful,Junior
12971,caregiver,CET4
264,careless,Junior
28799,caress,Postgraduate
12972,cargo,CET4
6622,carpenter,Senior
15522,carpentry,CET6
6623,carpet,Senior
6624,carriage,Senior
6625,carrier,Senior
265,carrot,Junior
266,carry,Junior
12973,cart,CET4
26335,carton,CET6
6626,cartoon,Senior
26336,cartoonist,CET6
15523,cartridge,CET6
6627,carve,Senior
26337,carving,CET6
267,case,Junior
6628,cash,Senior
12974,cashier,CET4
26338,casino,CET6
6629,cassette,Senior
6630,cast,Senior
6631,castle,Senior
6632,casual,Senior
268,casually,Junior
15524,casualty,CET6
269,cat,Junior
12975,catalog,CET4
6633,catalogue,Senior
15525,catalyst,CET6
6634,catastrophe,Senior
26339,catastrophic,CET6
270,catch,Junior
6635,category,Senior
6636,cater,Senior
6637,cathedral,Senior
6638,Catholic,Senior
6639,cattle,Senior
26340,cauliflower,CET6
271,cause,Junior
6640,caution,Senior
6641,cautious,Senior
6642,cave,Senior
15526,cavity,CET6
272,CD,Junior
12976,cease,CET4
273,ceiling,Junior
26341,Celcius,CET6
274,celebrate,Junior
6643,celebration,Senior
26342,celebrity,CET6
6644,cell,Senior
26343,cell-phone,CET6
6645,cellar,Senior
26344,Celsius,CET6
12977,cement,CET4
15527,cemetery,CET6
15528,censor,CET6
26345,censorship,CET6
15529,census,CET6
275,cent,Junior
276,center,Junior
6646,centigrade,Senior
26346,centimeter,CET6
6647,centimetre,Senior
6648,central,Senior
26347,centralise,CET6
26348,centralize,CET6
277,centre,Junior
278,century,Junior
15530,ceramic,CET6
15531,cereal,CET6
26349,ceremonial,CET6
6649,ceremony,Senior
279,certain,Junior
6650,certainly,Senior
12978,certainty,CET4
6651,certificate,Senior
15532,certification,CET6
15533,certify,CET6
6652,chain,Senior
6653,chain store,Senior
6654,chain stores,Senior
280,chair,Junior
281,chairman,Junior
26350,chairperson,CET6
6655,chairwoman,Senior
282,chalk,Junior
283,challenge,Junior
6656,challenging,Senior
12979,chamber,CET4
15534,champagne,CET6
284,champion,Junior
26351,championship,CET6
285,chance,Junior
26352,chancellor,CET6
286,change,Junior
6657,changeable,Senior
6658,channel,Senior
287,chant,Junior
6659,chaos,Senior
26353,chaotic,CET6
12980,chap,CET4
15535,chapel,CET6
6660,chapter,Senior
288,character,Junior
26354,characterise,CET6
